name,url,start_date,city,category,first_seen
Post-Black Hat Decompression: East Bay Cyber Practitioner Happy Hour,https://lu.ma/0bg66dmc,2026-08-11T23:00:00.000Z,San Francisco,tech,2026-08-11
scrappy sessions,https://lu.ma/7p0ra68b,2026-08-12T00:30:00.000Z,San Francisco,tech,2026-08-11
Open House,https://lu.ma/trossen-openhouse,2026-08-12T16:00:00.000Z,San Francisco,tech,2026-08-11
Brew and Build - evening edition,https://lu.ma/yvuygimy,2026-08-13T00:00:00.000Z,San Francisco,tech,2026-08-11
Mechanical Engineering Ping Pong,https://lu.ma/mhol3uvu,2026-08-13T01:00:00.000Z,San Francisco,tech,2026-08-11
Pitch & Run San Francisco,https://lu.ma/3euwilj5,2026-08-13T01:30:00.000Z,San Francisco,tech,2026-08-11
Sony MA900 Training @ 1030 Brittan Ave,https://lu.ma/rjnzg562,2026-08-13T19:30:00.000Z,San Francisco,tech,2026-08-11
Unicorn Battle in San Francisco,https://lu.ma/jluzc4h7,2026-08-14T00:00:00.000Z,San Francisco,tech,2026-08-11
Grand Opening Party,https://lu.ma/trossen-grand-opening,2026-08-14T01:00:00.000Z,San Francisco,tech,2026-08-11
Building the Future: On Mars & Beyond,https://lu.ma/p4lyx8w4,2026-08-14T02:00:00.000Z,San Francisco,tech,2026-08-11
Brew and Build - morning edition,https://lu.ma/2ikaip1p,2026-08-14T15:00:00.000Z,San Francisco,tech,2026-08-11
B2B Sales & GTM Fireside Chat,https://lu.ma/tlzknb4q,2026-08-14T22:00:00.000Z,San Francisco,tech,2026-08-11
YC S26 Kayaking Day,https://lu.ma/qtuxy56z,2026-08-16T17:00:00.000Z,San Francisco,tech,2026-08-11
SF Founders & Investors Poker Night,https://lu.ma/fzgbhr0e,2026-08-18T01:00:00.000Z,San Francisco,tech,2026-08-11
Early Stage Pitch and Lunch,https://lu.ma/august-pitch-and-lunch,2026-08-18T18:30:00.000Z,San Francisco,tech,2026-08-11
robots w friends ~a vc happy hour~,https://lu.ma/bu3mnckf,2026-08-19T02:00:00.000Z,San Francisco,tech,2026-08-11
Founders Grand Prix - Presented by BDev Ventures and Insperity,https://lu.ma/6x6qay10,2026-08-19T22:30:00.000Z,San Francisco,tech,2026-08-11
Port Office Opening,https://lu.ma/oax2q43p,2026-08-20T00:30:00.000Z,San Francisco,tech,2026-08-11
"Hardware Founder Dinner with Rho @ Studio 45 | Physical AI, Robotics, and Sensors",https://lu.ma/8l8u9zd2,2026-08-20T01:30:00.000Z,San Francisco,tech,2026-08-11
