name,url,start_date,city,category,first_seen
3Cs Dinner,https://lu.ma/djjlodqi,2026-08-25T01:30:00.000Z,San Francisco,tech,2026-08-24
PEF SF Private Dinner,https://lu.ma/postexit-v324,2026-08-25T01:30:00.000Z,San Francisco,tech,2026-08-24
Native Reading Room SF – #9,https://lu.ma/o195cntc,2026-08-27T01:00:00.000Z,San Francisco,tech,2026-08-24
Founders Helping Founders: Coffee & Coworking,https://lu.ma/u92zlvjg,2026-08-28T18:00:00.000Z,San Francisco,tech,2026-08-24
Verilog Meetup,https://lu.ma/8tmgopci,2026-08-30T18:00:00.000Z,San Francisco,tech,2026-08-24
Odoo Experice Americas 2026,https://lu.ma/7jqgh97m,2026-09-02T16:00:00.000Z,San Francisco,tech,2026-08-24
"Bots, Bevs & Invests",https://lu.ma/1p8qgn4x,2026-09-03T01:00:00.000Z,San Francisco,tech,2026-08-24
Founder Michelin Dinner with Arceus,https://lu.ma/p7zqpodv,2026-09-03T02:00:00.000Z,San Francisco,tech,2026-08-24
"Corgi Cafe: Hello, Dogpatch Party",https://lu.ma/ebxhglqs,2026-09-04T01:30:00.000Z,San Francisco,tech,2026-08-24
neocomputing niche tech meetup - jujutsu and version control of the future,https://lu.ma/yn6uj37n,2026-09-12T00:00:00.000Z,San Francisco,tech,2026-08-24
September 2026: Mental Health and Wellness for the Cybersecurity Community,https://lu.ma/sv-ck5o,2026-09-16T00:30:00.000Z,San Francisco,tech,2026-08-24
Startup Pitch & Networking in Palo Alto,https://lu.ma/z1y7vxcb,2026-10-02T00:00:00.000Z,San Francisco,tech,2026-08-24
Founders Chess Night,https://lu.ma/svavn10m,2026-08-26T22:00:00.000Z,New York,tech,2026-08-24
Workshop Wednesday: Founder-Led Growth: How to Build a LinkedIn Content Engine,https://lu.ma/w8qrgim4,2026-08-26T22:30:00.000Z,New York,tech,2026-08-24
Networking Walk ✦ Montclair ✦ Acorn General Store,https://lu.ma/bizbestie-walk-networking-montclair-sep-9,2026-09-09T15:00:00.000Z,New York,tech,2026-08-24
Gamma & Gather Meetup,https://lu.ma/meetgamma-92jw,2026-09-15T21:30:00.000Z,New York,tech,2026-08-24
CISO Strategy Salon - Speakeasy in NYC,https://lu.ma/tbcye8oz,2026-09-17T21:30:00.000Z,New York,tech,2026-08-24
"The South is on Fire: Southern Solutions Live - Tools, Technology, + Partnerships in Action",https://lu.ma/9poida2v,2026-09-21T18:30:00.000Z,New York,tech,2026-08-24
"☕ Coffee, Code, and Conversations | Developer Meetup",https://lu.ma/ldhiq2vn,2026-08-27T07:00:00.000Z,London,tech,2026-08-24
Quantum In Pubs - QUIPs,https://lu.ma/d9tfag36,2026-09-03T17:30:00.000Z,London,tech,2026-08-24
Lychee's Startup Games Night,https://lu.ma/ppv1ax7m,2026-09-16T17:00:00.000Z,London,tech,2026-08-24
Demonite - No Decks. Just Night of Live Demos.,https://lu.ma/7wjmg1zb,2026-09-21T17:00:00.000Z,London,tech,2026-08-24
"Sports, Fitness & Wellness: Founders, Investment & Innovation | London",https://lu.ma/ntl-7qpv,2026-09-22T17:30:00.000Z,London,tech,2026-08-24
